order_id,order_date,month_num,month_name,quarter,region,store_id,customer_id,category,sub_category,sku,quantity,unit_price,unit_cost,discount_pct,revenue,cogs,profit,payment_method,sales_channel
ORD-130579,2023-08-02,8,August,Q3,South,STR-SO-10,CUST-78540,Clothing,Accessories,SKU-ACC-001,12,3276.33,2514.34,0,39315.96,30172.08,9143.88,EMI,Online
ORD-130580,2023-09-10,9,September,Q3,South,STR-SO-02,CUST-78333,Groceries,Staples,SKU-STP-001,19,355.98,261.42,10,6087.26,4966.98,1120.28,Debit Card,Online
ORD-130581,2023-07-15,7,July,Q3,South,STR-SO-07,CUST-96219,Groceries,Staples,SKU-STP-002,15,275.23,206.65,0,4128.45,3099.75,1028.7,Cash,In-Store
ORD-130582,2023-03-31,3,March,Q1,South,STR-SO-10,CUST-37159,Clothing,Footwear,SKU-FTW-001,14,4201.7,2691.55,15,50000.23,37681.7,12318.53,EMI,App
ORD-130583,2023-07-13,7,July,Q3,Central,STR-CE-04,CUST-68312,Electronics,Camera,SKU-CAM-002,6,31843.86,21641.84,0,191063.16,129851.04,61212.12,Credit Card,Online
ORD-130584,2023-02-14,2,February,Q1,West,STR-WE-01,CUST-65540,Groceries,Fresh Produce,SKU-FRP-002,9,384.1,219.78,5,3284.05,1978.02,1306.03,EMI,In-Store
ORD-130585,2023-07-21,7,July,Q3,North,STR-NO-03,CUST-58713,Electronics,Camera,SKU-CAM-002,1,28196.11,18364.09,10,25376.5,18364.09,7012.41,UPI,App
ORD-130586,2023-05-19,5,May,Q2,North,STR-NO-01,CUST-52777,Beauty,Skincare,SKU-SKN-001,4,1086.86,652.33,15,3695.32,2609.32,1086.0,UPI,Online
ORD-130587,2023-01-27,1,January,Q1,Central,STR-CE-06,CUST-93910,Electronics,Mobile,SKU-MOB-001,13,31507.78,20638.18,0,409601.14,268296.34,141304.8,Debit Card,In-Store
ORD-130588,2023-11-01,11,November,Q4,Central,STR-CE-08,CUST-50287,Sports,Fitness,SKU-FIT-001,18,3101.02,1959.26,20,44654.69,35266.68,9388.01,Debit Card,Online
ORD-130589,2023-05-25,5,May,Q2,East,STR-EA-07,CUST-37275,Furniture,Chair,SKU-CHR-002,12,14322.31,7313.13,15,146087.56,87757.56,58330.0,Debit Card,Online
ORD-130590,2023-01-07,1,January,Q1,East,STR-EA-03,CUST-73977,Furniture,Wardrobe,SKU-WRD-001,2,14383.43,6650.05,10,25890.17,13300.1,12590.07,EMI,App
ORD-130591,2023-06-15,6,June,Q2,East,STR-EA-02,CUST-88851,Electronics,Tablet,SKU-TAB-001,6,68798.83,34560.37,0,412792.98,207362.22,205430.76,Cash,Online
ORD-130592,2023-09-01,9,September,Q3,East,STR-EA-10,CUST-89061,Beauty,Haircare,SKU-HRC-002,7,242.49,165.21,0,1697.43,1156.47,540.96,Credit Card,Online
ORD-130593,2023-08-08,8,August,Q3,Central,STR-CE-08,CUST-84957,Sports,Cricket,SKU-CRI-001,11,7583.59,5357.25,10,75077.54,58929.75,16147.79,Credit Card,In-Store
ORD-130594,2023-02-24,2,February,Q1,West,STR-WE-01,CUST-83107,Clothing,Accessories,SKU-ACC-001,14,423.04,193.44,0,5922.56,2708.16,3214.4,EMI,Online
ORD-130595,2023-05-19,5,May,Q2,West,STR-WE-03,CUST-86286,Clothing,Accessories,SKU-ACC-001,12,2395.24,1373.37,10,25868.59,16480.44,9388.15,Credit Card,Online
ORD-130596,2023-05-09,5,May,Q2,South,STR-SO-01,CUST-20039,Electronics,Camera,SKU-CAM-001,16,63893.23,35094.0,5,971177.1,561504.0,409673.1,UPI,App
ORD-130597,2023-08-18,8,August,Q3,North,STR-NO-09,CUST-32681,Beauty,Skincare,SKU-SKN-002,15,1780.13,1196.49,0,26701.95,17947.35,8754.6,Cash,Online
ORD-130598,2023-08-20,8,August,Q3,North,STR-NO-07,CUST-53964,Electronics,Laptop,SKU-LAP-002,1,27199.93,25571.68,0,27199.93,25571.68,1628.25,UPI,In-Store
ORD-130599,2023-12-18,12,December,Q4,South,STR-SO-09,CUST-52989,Beauty,Skincare,SKU-SKN-002,6,899.17,619.32,5,5125.27,3715.92,1409.35,Credit Card,In-Store
ORD-130600,2023-08-11,8,August,Q3,North,STR-NO-01,CUST-25550,Clothing,Women Wear,SKU-WMW-002,2,3171.0,2102.76,5,6024.9,4205.52,1819.38,UPI,App
ORD-130601,2023-06-02,6,June,Q2,North,STR-NO-10,CUST-94824,Furniture,Sofa,SKU-SOF-002,11,41804.15,27427.41,5,436853.37,301701.51,135151.86,Cash,Online
ORD-130602,2023-10-31,10,October,Q4,North,STR-NO-07,CUST-44638,Groceries,Dairy,SKU-DAI-002,13,419.93,191.84,20,4367.27,2493.92,1873.35,Credit Card,Online
ORD-130603,2023-08-30,8,August,Q3,Central,STR-CE-05,CUST-10756,Groceries,Beverages,SKU-BEV-001,5,260.2,177.1,20,1040.8,885.5,155.3,Credit Card,In-Store
ORD-130604,2023-08-17,8,August,Q3,West,STR-WE-07,CUST-51420,Furniture,Bed,SKU-BED-002,15,36772.92,26645.51,10,496434.42,399682.65,96751.77,UPI,Online
ORD-130605,2023-04-05,4,April,Q2,South,STR-SO-02,CUST-34232,Furniture,Bed,SKU-BED-002,10,16241.1,10860.12,10,146169.9,108601.2,37568.7,Debit Card,Online
ORD-130606,2023-08-22,8,August,Q3,South,STR-SO-06,CUST-99113,Groceries,Fresh Produce,SKU-FRP-001,20,332.19,255.06,15,5647.23,5101.2,546.03,EMI,In-Store
ORD-130607,2023-10-17,10,October,Q4,South,STR-SO-03,CUST-47761,Clothing,Kids Wear,SKU-KDW-002,5,1391.09,849.78,15,5912.13,4248.9,1663.23,Cash,Online
ORD-130608,2023-01-07,1,January,Q1,South,STR-SO-01,CUST-87394,Clothing,Accessories,SKU-ACC-002,17,2261.67,1136.41,0,38448.39,19318.97,19129.42,EMI,Online
ORD-130609,2023-01-20,1,January,Q1,Central,STR-CE-04,CUST-61320,Sports,Cricket,SKU-CRI-001,20,904.96,631.32,15,15384.32,12626.4,2757.92,Cash,App
ORD-130610,2023-05-05,5,May,Q2,North,STR-NO-02,CUST-67155,Electronics,Tablet,SKU-TAB-002,18,21516.53,10139.98,20,309838.03,182519.64,127318.39,Credit Card,Online
ORD-130611,2023-03-26,3,March,Q1,East,STR-EA-04,CUST-15538,Groceries,Beverages,SKU-BEV-003,20,487.51,311.84,0,9750.2,6236.8,3513.4,Cash,In-Store
ORD-130612,2023-12-01,12,December,Q4,West,STR-WE-02,CUST-33865,Beauty,Haircare,SKU-HRC-001,16,2136.31,993.51,0,34180.96,15896.16,18284.8,UPI,Online
ORD-130613,2023-03-18,3,March,Q1,East,STR-EA-07,CUST-31569,Groceries,Fresh Produce,SKU-FRP-001,10,419.53,230.79,20,3356.24,2307.9,1048.34,Credit Card,Online
ORD-130614,2023-05-27,5,May,Q2,Central,STR-CE-09,CUST-40548,Electronics,Tablet,SKU-TAB-001,9,9622.1,5506.65,0,86598.9,49559.85,37039.05,Cash,In-Store
ORD-130615,2023-10-04,10,October,Q4,East,STR-EA-06,CUST-36776,Clothing,Accessories,SKU-ACC-001,20,1857.0,1094.98,5,35283.0,21899.6,13383.4,Debit Card,App
ORD-130616,2023-08-29,8,August,Q3,West,STR-WE-03,CUST-59056,Sports,Football,SKU-FOT-002,14,3473.41,2370.0,10,43764.97,33180.0,10584.97,UPI,App
ORD-130617,2023-03-08,3,March,Q1,West,STR-WE-03,CUST-55744,Sports,Football,SKU-FOT-001,14,3260.78,1526.87,10,41085.83,21376.18,19709.65,Cash,In-Store
ORD-130618,2023-10-13,10,October,Q4,West,STR-WE-03,CUST-18945,Clothing,Footwear,SKU-FTW-001,11,3966.21,2163.73,5,41446.89,23801.03,17645.86,Credit Card,In-Store
ORD-130619,2023-09-13,9,September,Q3,East,STR-EA-03,CUST-93803,Clothing,Kids Wear,SKU-KDW-002,4,885.43,614.37,5,3364.63,2457.48,907.15,EMI,Online
ORD-130620,2023-09-13,9,September,Q3,East,STR-EA-07,CUST-45497,Groceries,Dairy,SKU-DAI-002,13,111.75,74.44,20,1162.2,967.72,194.48,Cash,In-Store
ORD-130621,2023-06-19,6,June,Q2,West,STR-WE-07,CUST-90441,Furniture,Wardrobe,SKU-WRD-001,19,33422.71,18649.47,10,571528.34,354339.93,217188.41,Cash,Online
ORD-130622,2023-05-20,5,May,Q2,South,STR-SO-06,CUST-89091,Sports,Badminton,SKU-BAD-001,1,246.15,116.62,0,246.15,116.62,129.53,Debit Card,App
ORD-130623,2023-11-17,11,November,Q4,North,STR-NO-07,CUST-40252,Groceries,Beverages,SKU-BEV-003,10,145.77,104.15,10,1311.93,1041.5,270.43,Debit Card,App
ORD-130624,2023-07-28,7,July,Q3,West,STR-WE-05,CUST-39777,Electronics,Laptop,SKU-LAP-001,4,48174.82,37270.66,15,163794.39,149082.64,14711.75,Debit Card,App
ORD-130625,2023-02-06,2,February,Q1,West,STR-WE-02,CUST-59223,Electronics,Mobile,SKU-MOB-001,20,25894.39,14875.3,0,517887.8,297506.0,220381.8,Cash,App
ORD-130626,2023-09-15,9,September,Q3,West,STR-WE-08,CUST-28221,Clothing,Footwear,SKU-FTW-003,17,4567.37,3386.99,5,73763.03,57578.83,16184.2,Cash,Online
ORD-130627,2023-09-29,9,September,Q3,North,STR-NO-05,CUST-64649,Electronics,Laptop,SKU-LAP-002,10,7185.33,6728.92,0,71853.3,67289.2,4564.1,UPI,Online
ORD-130628,2023-04-05,4,April,Q2,South,STR-SO-06,CUST-34077,Groceries,Beverages,SKU-BEV-002,18,132.2,77.39,0,2379.6,1393.02,986.58,EMI,Online
ORD-130629,2023-07-09,7,July,Q3,North,STR-NO-01,CUST-72902,Clothing,Men Wear,SKU-MNW-002,14,1371.77,919.65,20,15363.82,12875.1,2488.72,Credit Card,Online
ORD-130630,2023-02-23,2,February,Q1,West,STR-WE-09,CUST-61484,Furniture,Sofa,SKU-SOF-001,9,4976.73,3125.68,0,44790.57,28131.12,16659.45,Credit Card,In-Store
ORD-130631,2023-04-03,4,April,Q2,South,STR-SO-06,CUST-54373,Electronics,Camera,SKU-CAM-002,19,45302.04,25104.09,15,731627.95,476977.71,254650.24,Debit Card,Online
ORD-130632,2023-12-31,12,December,Q4,Central,STR-CE-03,CUST-58149,Furniture,Bed,SKU-BED-001,9,29832.58,18573.65,0,268493.22,167162.85,101330.37,Credit Card,Online
ORD-130633,2023-08-28,8,August,Q3,East,STR-EA-03,CUST-50439,Sports,Swimming,SKU-SWM-001,4,3329.97,2473.27,0,13319.88,9893.08,3426.8,EMI,In-Store
ORD-130634,2023-11-05,11,November,Q4,South,STR-SO-04,CUST-46149,Sports,Fitness,SKU-FIT-001,19,380.67,195.88,20,5786.18,3721.72,2064.46,Credit Card,Online
ORD-130635,2023-08-03,8,August,Q3,East,STR-EA-09,CUST-90627,Beauty,Skincare,SKU-SKN-001,11,1967.08,1528.89,5,20555.99,16817.79,3738.2,EMI,Online
ORD-130636,2023-12-06,12,December,Q4,North,STR-NO-04,CUST-40598,Clothing,Men Wear,SKU-MNW-002,3,4274.51,2946.94,15,10900.0,8840.82,2059.18,Debit Card,Online
ORD-130637,2023-02-20,2,February,Q1,South,STR-SO-02,CUST-63470,Beauty,Haircare,SKU-HRC-002,6,1763.95,1136.8,15,8996.15,6820.8,2175.35,EMI,Online
ORD-130638,2023-03-29,3,March,Q1,West,STR-WE-06,CUST-80542,Sports,Badminton,SKU-BAD-002,11,7778.68,4711.96,0,85565.48,51831.56,33733.92,UPI,App
ORD-130639,2023-11-03,11,November,Q4,West,STR-WE-09,CUST-98741,Clothing,Men Wear,SKU-MNW-002,19,4656.21,2323.32,0,88467.99,44143.08,44324.91,Debit Card,App
ORD-130640,2023-07-31,7,July,Q3,East,STR-EA-07,CUST-78041,Sports,Badminton,SKU-BAD-002,2,4681.88,3593.95,15,7959.2,7187.9,771.3,EMI,App
ORD-130641,2023-04-02,4,April,Q2,Central,STR-CE-01,CUST-59547,Electronics,Tablet,SKU-TAB-002,13,20634.22,14354.87,10,241420.37,186613.31,54807.06,Credit Card,Online
ORD-130642,2023-07-03,7,July,Q3,North,STR-NO-05,CUST-85924,Beauty,Skincare,SKU-SKN-001,14,1367.23,1054.86,15,16270.04,14768.04,1502.0,UPI,In-Store
ORD-130643,2023-09-24,9,September,Q3,South,STR-SO-10,CUST-93555,Beauty,Skincare,SKU-SKN-003,14,745.89,533.56,10,9398.21,7469.84,1928.37,UPI,App
ORD-130644,2023-04-29,4,April,Q2,South,STR-SO-01,CUST-55096,Clothing,Men Wear,SKU-MNW-003,4,4896.73,2350.4,0,19586.92,9401.6,10185.32,Debit Card,In-Store
ORD-130645,2023-01-31,1,January,Q1,East,STR-EA-01,CUST-59523,Groceries,Staples,SKU-STP-002,4,64.1,33.93,10,230.76,135.72,95.04,Debit Card,Online
ORD-130646,2023-02-22,2,February,Q1,East,STR-EA-09,CUST-98759,Groceries,Fresh Produce,SKU-FRP-002,19,377.12,216.78,0,7165.28,4118.82,3046.46,Debit Card,Online
ORD-130647,2023-08-18,8,August,Q3,Central,STR-CE-03,CUST-86042,Furniture,Sofa,SKU-SOF-001,1,3551.37,2554.99,20,2841.1,2554.99,286.11,Debit Card,In-Store
ORD-130648,2023-11-03,11,November,Q4,North,STR-NO-04,CUST-12443,Groceries,Snacks,SKU-SNK-002,11,328.75,204.24,5,3435.44,2246.64,1188.8,EMI,In-Store
ORD-130649,2023-07-25,7,July,Q3,South,STR-SO-05,CUST-12041,Electronics,Headphones,SKU-HDP-001,20,52272.89,40122.24,10,940912.02,802444.8,138467.22,UPI,In-Store
ORD-130650,2023-05-28,5,May,Q2,East,STR-EA-02,CUST-91977,Sports,Cricket,SKU-CRI-001,3,904.17,608.17,20,2170.01,1824.51,345.5,Credit Card,App
ORD-130651,2023-09-18,9,September,Q3,North,STR-NO-07,CUST-40709,Groceries,Snacks,SKU-SNK-002,6,168.26,114.73,5,959.08,688.38,270.7,Debit Card,Online
ORD-130652,2023-01-05,1,January,Q1,South,STR-SO-06,CUST-20030,Groceries,Staples,SKU-STP-002,4,347.47,185.07,15,1181.4,740.28,441.12,Cash,In-Store
ORD-130653,2023-02-12,2,February,Q1,Central,STR-CE-07,CUST-10087,Groceries,Fresh Produce,SKU-FRP-001,4,341.98,208.01,0,1367.92,832.04,535.88,Credit Card,In-Store
ORD-130654,2023-06-27,6,June,Q2,South,STR-SO-08,CUST-64961,Groceries,Beverages,SKU-BEV-003,6,359.1,185.19,5,2046.87,1111.14,935.73,Cash,Online
ORD-130655,2023-03-26,3,March,Q1,North,STR-NO-10,CUST-51711,Sports,Fitness,SKU-FIT-003,19,653.68,328.54,5,11798.92,6242.26,5556.66,EMI,In-Store
ORD-130656,2023-12-21,12,December,Q4,North,STR-NO-09,CUST-92410,Furniture,Wardrobe,SKU-WRD-001,13,26433.33,13572.39,10,309269.96,176441.07,132828.89,EMI,Online
ORD-130657,2023-01-28,1,January,Q1,West,STR-WE-05,CUST-84227,Electronics,Laptop,SKU-LAP-002,13,62650.4,57668.78,0,814455.2,749694.14,64761.06,Cash,In-Store
ORD-130658,2023-04-03,4,April,Q2,East,STR-EA-01,CUST-25651,Sports,Badminton,SKU-BAD-002,1,5925.01,3518.01,20,4740.01,3518.01,1222.0,Credit Card,In-Store
ORD-130659,2023-11-11,11,November,Q4,Central,STR-CE-08,CUST-92174,Groceries,Fresh Produce,SKU-FRP-001,7,91.64,63.97,15,545.26,447.79,97.47,Credit Card,In-Store
ORD-130660,2023-10-12,10,October,Q4,East,STR-EA-02,CUST-13940,Beauty,Makeup,SKU-MKP-003,4,1454.67,988.4,5,5527.75,3953.6,1574.15,Debit Card,App
ORD-130661,2023-11-15,11,November,Q4,West,STR-WE-04,CUST-42485,Sports,Swimming,SKU-SWM-002,5,1515.3,913.93,0,7576.5,4569.65,3006.85,Credit Card,In-Store
ORD-130662,2023-05-05,5,May,Q2,West,STR-WE-08,CUST-60657,Sports,Badminton,SKU-BAD-001,17,210.41,144.32,10,3219.27,2453.44,765.83,Cash,In-Store
ORD-130663,2023-05-26,5,May,Q2,West,STR-WE-09,CUST-41905,Furniture,Chair,SKU-CHR-001,16,7899.65,4117.44,15,107435.24,65879.04,41556.2,Cash,In-Store
ORD-130664,2023-11-12,11,November,Q4,West,STR-WE-07,CUST-48556,Beauty,Perfume,SKU-PRF-002,20,2997.27,1433.67,15,50953.59,28673.4,22280.19,EMI,In-Store
ORD-130665,2023-07-09,7,July,Q3,West,STR-WE-01,CUST-96113,Clothing,Men Wear,SKU-MNW-001,11,3567.06,2468.84,10,35313.89,27157.24,8156.65,Cash,Online
ORD-130666,2023-09-11,9,September,Q3,East,STR-EA-07,CUST-26664,Sports,Fitness,SKU-FIT-002,13,3780.49,2793.72,0,49146.37,36318.36,12828.01,Cash,App
ORD-130667,2023-12-13,12,December,Q4,West,STR-WE-06,CUST-48095,Groceries,Dairy,SKU-DAI-002,11,276.43,175.69,10,2736.66,1932.59,804.07,UPI,In-Store
ORD-130668,2023-05-11,5,May,Q2,North,STR-NO-07,CUST-75299,Clothing,Accessories,SKU-ACC-001,4,1531.74,821.13,10,5514.26,3284.52,2229.74,Cash,In-Store
ORD-130669,2023-06-13,6,June,Q2,South,STR-SO-07,CUST-10221,Beauty,Makeup,SKU-MKP-002,16,2942.92,1581.31,20,37669.38,25300.96,12368.42,Cash,App
ORD-130670,2023-04-04,4,April,Q2,Central,STR-CE-05,CUST-39656,Sports,Cricket,SKU-CRI-002,2,5061.19,2442.6,0,10122.38,4885.2,5237.18,UPI,Online
ORD-130671,2023-09-27,9,September,Q3,East,STR-EA-03,CUST-57051,Clothing,Women Wear,SKU-WMW-002,5,3150.81,2443.94,20,12603.24,12219.7,383.54,Cash,Online
ORD-130672,2023-06-08,6,June,Q2,North,STR-NO-05,CUST-95629,Beauty,Personal Care,SKU-PRC-002,8,2129.49,1385.61,5,16184.12,11084.88,5099.24,Debit Card,Online
ORD-130673,2023-11-07,11,November,Q4,North,STR-NO-07,CUST-76668,Electronics,Camera,SKU-CAM-002,9,53874.66,32123.67,20,387897.55,289113.03,98784.52,Debit Card,Online
ORD-130674,2023-05-14,5,May,Q2,East,STR-EA-07,CUST-53201,Electronics,Tablet,SKU-TAB-001,13,72160.5,45703.35,5,891182.17,594143.55,297038.62,Cash,In-Store
ORD-130675,2023-02-18,2,February,Q1,West,STR-WE-01,CUST-99449,Furniture,Bed,SKU-BED-002,11,31657.63,21527.03,10,313410.54,236797.33,76613.21,UPI,Online
ORD-130676,2023-10-29,10,October,Q4,East,STR-EA-05,CUST-83665,Beauty,Makeup,SKU-MKP-001,13,1575.7,1019.23,0,20484.1,13249.99,7234.11,Cash,In-Store
ORD-130677,2023-12-23,12,December,Q4,West,STR-WE-09,CUST-68175,Electronics,Mobile,SKU-MOB-003,9,29546.63,26227.29,5,252623.69,236045.61,16578.08,Debit Card,Online
ORD-130678,2023-09-11,9,September,Q3,East,STR-EA-09,CUST-47384,Electronics,Headphones,SKU-HDP-001,17,61165.12,42209.89,0,1039807.04,717568.13,322238.91,EMI,Online
ORD-130679,2023-02-10,2,February,Q1,South,STR-SO-07,CUST-56135,Beauty,Personal Care,SKU-PRC-002,7,829.7,496.06,0,5807.9,3472.42,2335.48,Cash,Online
ORD-130680,2023-06-25,6,June,Q2,South,STR-SO-09,CUST-20039,Electronics,Headphones,SKU-HDP-001,7,37341.19,16908.59,20,209110.66,118360.13,90750.53,UPI,Online
ORD-130681,2023-10-13,10,October,Q4,East,STR-EA-08,CUST-33656,Furniture,Table,SKU-TBL-002,13,32840.48,15247.39,0,426926.24,198216.07,228710.17,UPI,App
ORD-130682,2023-10-06,10,October,Q4,North,STR-NO-01,CUST-20358,Sports,Football,SKU-FOT-001,7,5702.73,2660.65,0,39919.11,18624.55,21294.56,Cash,Online
ORD-130683,2023-12-12,12,December,Q4,Central,STR-CE-10,CUST-16556,Groceries,Dairy,SKU-DAI-001,19,458.95,213.31,0,8720.05,4052.89,4667.16,UPI,Online
ORD-130684,2023-01-10,1,January,Q1,North,STR-NO-06,CUST-78936,Furniture,Chair,SKU-CHR-001,13,35090.79,18640.44,5,433371.26,242325.72,191045.54,Credit Card,In-Store
ORD-130685,2023-03-04,3,March,Q1,Central,STR-CE-06,CUST-18928,Sports,Fitness,SKU-FIT-001,10,5836.74,3625.77,0,58367.4,36257.7,22109.7,UPI,Online
ORD-130686,2023-08-20,8,August,Q3,South,STR-SO-10,CUST-70125,Furniture,Table,SKU-TBL-001,3,24154.47,18704.16,0,72463.41,56112.48,16350.93,Debit Card,In-Store
ORD-130687,2023-05-13,5,May,Q2,West,STR-WE-06,CUST-74246,Beauty,Skincare,SKU-SKN-003,8,495.1,224.59,10,3564.72,1796.72,1768.0,UPI,Online
ORD-130688,2023-11-12,11,November,Q4,South,STR-SO-03,CUST-12084,Beauty,Haircare,SKU-HRC-001,3,511.35,323.48,0,1534.05,970.44,563.61,EMI,Online
ORD-130689,2023-11-21,11,November,Q4,East,STR-EA-02,CUST-54073,Sports,Football,SKU-FOT-001,8,4047.23,2031.5,10,29140.06,16252.0,12888.06,Debit Card,App
ORD-130690,2023-02-03,2,February,Q1,West,STR-WE-05,CUST-65444,Sports,Badminton,SKU-BAD-001,17,7000.66,3673.43,5,113060.66,62448.31,50612.35,Cash,In-Store
ORD-130691,2023-11-08,11,November,Q4,Central,STR-CE-04,CUST-16470,Clothing,Men Wear,SKU-MNW-002,8,2425.14,1219.55,10,17461.01,9756.4,7704.61,Cash,Online
ORD-130692,2023-11-13,11,November,Q4,East,STR-EA-03,CUST-56351,Clothing,Women Wear,SKU-WMW-003,9,1059.58,480.71,15,8105.79,4326.39,3779.4,Debit Card,Online
ORD-130693,2023-07-15,7,July,Q3,East,STR-EA-10,CUST-38918,Groceries,Staples,SKU-STP-002,8,465.74,355.34,15,3167.03,2842.72,324.31,Cash,In-Store
ORD-130694,2023-08-02,8,August,Q3,North,STR-NO-06,CUST-90905,Furniture,Bed,SKU-BED-002,16,33557.13,25212.3,0,536914.08,403396.8,133517.28,EMI,Online
ORD-130695,2023-12-16,12,December,Q4,West,STR-WE-09,CUST-20594,Furniture,Table,SKU-TBL-002,8,11266.44,6611.07,5,85624.94,52888.56,32736.38,Cash,In-Store
ORD-130696,2023-11-24,11,November,Q4,West,STR-WE-05,CUST-60899,Beauty,Makeup,SKU-MKP-003,18,811.9,445.81,5,13883.49,8024.58,5858.91,UPI,In-Store
ORD-130697,2023-12-25,12,December,Q4,South,STR-SO-07,CUST-16111,Electronics,Laptop,SKU-LAP-001,15,52406.75,25104.95,0,786101.25,376574.25,409527.0,Credit Card,Online
ORD-130698,2023-01-26,1,January,Q1,East,STR-EA-09,CUST-70852,Furniture,Wardrobe,SKU-WRD-001,2,9009.27,5773.07,0,18018.54,11546.14,6472.4,Cash,In-Store
ORD-130699,2023-04-02,4,April,Q2,North,STR-NO-04,CUST-86372,Groceries,Snacks,SKU-SNK-001,1,282.95,144.74,20,226.36,144.74,81.62,Credit Card,Online
ORD-130700,2023-02-04,2,February,Q1,East,STR-EA-02,CUST-61587,Groceries,Dairy,SKU-DAI-002,19,377.12,234.4,10,6448.75,4453.6,1995.15,Cash,Online
ORD-130701,2023-04-12,4,April,Q2,South,STR-SO-07,CUST-30572,Furniture,Table,SKU-TBL-001,8,26392.07,13058.66,0,211136.56,104469.28,106667.28,Debit Card,Online
ORD-130702,2023-01-12,1,January,Q1,East,STR-EA-04,CUST-67699,Sports,Cricket,SKU-CRI-001,1,782.35,443.06,15,665.0,443.06,221.94,EMI,Online
ORD-130703,2023-03-04,3,March,Q1,South,STR-SO-06,CUST-57473,Clothing,Men Wear,SKU-MNW-001,18,4545.33,2926.72,0,81815.94,52680.96,29134.98,Debit Card,Online
ORD-130704,2023-10-07,10,October,Q4,Central,STR-CE-07,CUST-42108,Clothing,Footwear,SKU-FTW-003,13,2546.18,1472.59,10,29790.31,19143.67,10646.64,Credit Card,In-Store
ORD-130705,2023-03-11,3,March,Q1,East,STR-EA-09,CUST-34867,Electronics,Mobile,SKU-MOB-002,20,51660.34,27851.96,15,878225.78,557039.2,321186.58,Cash,Online
ORD-130706,2023-10-26,10,October,Q4,South,STR-SO-07,CUST-57120,Electronics,Mobile,SKU-MOB-002,16,37779.93,24222.84,10,544030.99,387565.44,156465.55,UPI,App
ORD-130707,2023-07-07,7,July,Q3,West,STR-WE-05,CUST-28789,Furniture,Chair,SKU-CHR-002,18,35442.13,26859.33,15,542264.59,483467.94,58796.65,UPI,Online
ORD-130708,2023-09-01,9,September,Q3,South,STR-SO-01,CUST-28519,Electronics,Headphones,SKU-HDP-002,18,46191.64,32448.32,5,789877.04,584069.76,205807.28,Debit Card,Online
ORD-130709,2023-08-03,8,August,Q3,West,STR-WE-05,CUST-67210,Electronics,Mobile,SKU-MOB-003,13,10222.64,9325.97,0,132894.32,121237.61,11656.71,UPI,In-Store
ORD-130710,2023-05-05,5,May,Q2,South,STR-SO-03,CUST-68907,Clothing,Footwear,SKU-FTW-001,5,1127.31,538.88,0,5636.55,2694.4,2942.15,Credit Card,App
ORD-130711,2023-03-03,3,March,Q1,South,STR-SO-02,CUST-73835,Electronics,Tablet,SKU-TAB-001,19,76532.75,52146.97,0,1454122.25,990792.43,463329.82,EMI,App
ORD-130712,2023-10-25,10,October,Q4,South,STR-SO-06,CUST-14424,Beauty,Skincare,SKU-SKN-002,2,1350.3,945.48,20,2160.48,1890.96,269.52,EMI,In-Store
ORD-130713,2023-08-13,8,August,Q3,North,STR-NO-02,CUST-39836,Beauty,Makeup,SKU-MKP-002,14,2741.29,1818.75,0,38378.06,25462.5,12915.56,UPI,In-Store
ORD-130714,2023-10-20,10,October,Q4,East,STR-EA-05,CUST-97195,Clothing,Kids Wear,SKU-KDW-001,12,3652.51,2360.9,0,43830.12,28330.8,15499.32,Debit Card,App
ORD-130715,2023-04-27,4,April,Q2,East,STR-EA-10,CUST-14272,Electronics,Laptop,SKU-LAP-002,6,70736.78,67453.57,15,360757.58,404721.42,-43963.84,EMI,In-Store
ORD-130716,2023-12-28,12,December,Q4,North,STR-NO-05,CUST-71615,Beauty,Skincare,SKU-SKN-002,20,1371.48,663.89,0,27429.6,13277.8,14151.8,Credit Card,Online
ORD-130717,2023-06-14,6,June,Q2,South,STR-SO-05,CUST-30631,Sports,Football,SKU-FOT-002,5,5392.7,2538.56,0,26963.5,12692.8,14270.7,UPI,App
ORD-130718,2023-03-01,3,March,Q1,West,STR-WE-05,CUST-18650,Electronics,Camera,SKU-CAM-002,12,22625.88,13864.04,15,230783.98,166368.48,64415.5,Debit Card,In-Store
ORD-130719,2023-11-20,11,November,Q4,East,STR-EA-05,CUST-74421,Beauty,Haircare,SKU-HRC-002,14,1586.94,903.1,10,19995.44,12643.4,7352.04,Debit Card,Online
ORD-130720,2023-06-22,6,June,Q2,North,STR-NO-04,CUST-19012,Electronics,Laptop,SKU-LAP-002,19,53443.86,47930.35,0,1015433.34,910676.65,104756.69,UPI,In-Store
ORD-130721,2023-11-12,11,November,Q4,South,STR-SO-09,CUST-37318,Sports,Badminton,SKU-BAD-001,15,4493.83,3185.46,15,57296.33,47781.9,9514.43,Debit Card,Online
ORD-130722,2023-10-12,10,October,Q4,East,STR-EA-07,CUST-27264,Groceries,Beverages,SKU-BEV-002,2,169.07,89.51,0,338.14,179.02,159.12,Credit Card,In-Store
ORD-130723,2023-01-20,1,January,Q1,Central,STR-CE-02,CUST-85055,Beauty,Makeup,SKU-MKP-003,15,1672.62,929.75,0,25089.3,13946.25,11143.05,EMI,App
ORD-130724,2023-05-19,5,May,Q2,West,STR-WE-08,CUST-48427,Beauty,Perfume,SKU-PRF-001,19,308.61,212.08,20,4690.87,4029.52,661.35,Credit Card,In-Store
